baslik,sarki_sozu
Anıl Piyancı - Baba Parası,"Bana diyorlar o para babası
Sanıyorlar hala baba parası
Atıyorlar olsun bana yarasın
Bana yarasın, bana yarasın, bana yarasın
Bana diyorlar o para babası
Sanıyorlar hala baba parası
Atıyorlar olsun bana yarasın
Bana yarasın, bana yarasın, bana yarasın
Nasıl mı başladım bir tavan arasıydı
Kiralık bir kovanda yaban arısıydık
Bizim için bu şehir savaş adasıydı
Her şeyin başladığı yer tavan arasıydı
Sanma ki villalarda büyüdük biz hava atıyoz
Gerçekler tam tersi bak sokak sokak para arıyoz
Ne zor günler geçirmişsin lan Anıl sana acıyom
Her şeyin bedelini ödemişsin Rocky acı yok
Bana diyorlar o para babası
Sanıyorlar hala baba parası
Atıyorlar olsun bana yarasın
Bana yarasın, bana yarasın, bana yarasın
Bana diyorlar o para babası
Sanıyorlar hala baba parası
Atıyorlar olsun bana yarasın
Bana yarasın, bana yarasın, bana yarasın
Sana yaramaz koçum bırak bari bana yarasın
Yarışa girme Mercedesimle len at arabası
Bak gökyüzünde uçan benim hala karada mısın?
Burası Arap adası sanma ki Kanada'dasın
Takmışlar çakma Rolex'i
Sanal alemde gördüğün rapçilerin hepsi bot mc
Mesajı gördüm kızım tamam dedim harbi roketsin
Ama bilirim cevap versem Anıl yanlıyo dersin
Sanma ki villalarda büyüdük biz hava atıyoz
Gerçekler tam tersi bak sokak sokak para arıyoz
Ne zor günler geçirmişsin lan Anıl sana acıyom
Herşeyin bedelini ödemişsin Rocky acı yok
Bana diyorlar o para babası
Sanıyorlar hala baba parası
Atıyorlar olsun bana yarasın
Bana yarasın, bana yarasın, bana yarasın
Bana diyorlar o para babası
Sanıyorlar hala baba parası
Atıyorlar olsun bana yarasın
Bana yarasın, bana yarasın, bana yarasın"
Ceza - Ceza Sahası,"Ceza çok bilinmeyenli denklem, uzayın derinliklerindeyim ben, eklemlerim ve dilim çelikten, ben bir MC kara yelden esen, kaplan sezgisiyle avını bekleyen.
Çaylak MC'ler altınızı bezleyip gelin karşıma.
Sizleri Boğaz Köprüsü'nde düzmek borcum oldu, hem Asya seyreder hem de Avrupa.
Ceza mikrofonda yetti geçti üstünüzden, ishal oldunuz pırlanta sözlerim yüzünden.
Sizleri arkanızdan genişlettim ki osurduğunuzda rüzgâr essin.
Başınızdan aşağı guanoyu boca ettim.
Ceza sahası burası.
Sıcak, dikenli, imkânsız girmek.
Bana yönelen her lirik ulaşamadan bitik.
Burada yapılan acaba nedir ha dediniz anlatayım.
Var olanın adını koydum rap! Gerisi filozofi.
Geride kalmış olana yazık.
Her taraf çukur içi dolu kazık, içi dolu kazık.

Önünü görmeden mi geldin acaba karşıma lan!!!
Anana, babana, bacına, kanına, her kulakta ben lan!!! C ve E ve Z ve A, mikrofonu ve donunu indir, bayanlar ve baylar hoş geldiniz sahama.....

Girme sahama kulampara pozisyon ofsayt, ben vezir, sen piyon iyi bir hamle şah ve mat.
Politikacıları sevmem, hile sevmediğim gibi.
Gökte parlayan yıldızım aynı çoban.
Karşımda istilacı düşman Oscar'a aday, en iyi domalma dalında aynı rolle hep nanay, ordular yollayın bana tugay tugay, inlesin karşımda hafifmeşrep ruhlar.
Mikrofonun Hannibal Lecter'i kontrolde.
Batıdan fazla havlama.
Rap'i ben kurtardım sen kendini kurtar.
Döktüğün bağırsağı yemişler kuşlar ve kurtlar.
Bosphorus underground benim sırtımda, Üsküdar saham, sözleriniz ham, ben senin paşan, kılıcımın ucunda kalacak kafan, istilası yok burası benim saham.

Önünü görmeden mi geldin acaba karşıma lan!!!
Anana, babana, bacına, kanına, her kulakta ben lan!!!
C ve E ve Z ve A, mikrofonu ve donunu indir, bayanlar ve baylar hoş geldiniz sahama....."
Khontkar - Olmaz,"[VERSE I]
Gece çok, soğuk çok para yoktu kimsede yine de koymuyo
Sırt sırta ekibim büyüyo, kuşku duyanlara gülüyom
Onlar nakaratları söylüyo ve buna pop müzik diyoz
Aramıza karışmak istiyo fakat giriş yasak biliyo
İstediği olmayınca kıskanıp klavye başında bitiyo
Arkamdan konuşup sonra nasıl da adammış gibi geziyon
Mahalleme gelemez çünkü bu bi oyun değil görüyo
Tetik patlar üsteleme, gözüm atar dokunuyon sinirime
Her tavrın sahte dimi, sokağın adını artık lekeleme
Kime sorsan bilir beni, doğu batı izmirimin her yerinde
Hiç bok atma yükselişe, adımı yaz altın harfle gökyüzüne
[HOOK I]
Akışına bırak
Gelsinler kafasına bırak
Bizimle oyun falan olmaz
Kulvarlar tutmadı tutmaz
Sana diyecek hiçbir şeyim yok
Sokağa sor adım çıkmış batmaz
Bu gemi yol aldı ha çoktan
Bizimle oyun falan olmaz
Olmaz x3
Şakası yok sıkıcak bak Aslan
Bizimle oyun falan olmaz
Mahallenin gözü kara korkmaz
Olmaz x2
Herkesin adı çıkmış kaçmaz
Mahallenin gözü kara korkmaz

[HOOK II]
Bu köşede yıllarca bi fiil bekledim
Katrana bulanmış hayatı sikeyim
Yazı kışı farketmez sokaklar hep evim
Elmaslar ışığı olur gecemin x5

[VERSE II]
Bizi sorma hiç, kimmiş o bakim, nerde yok rakip
Şimdilerde yok bak hiç, yorma git
Elmas boynumda tabi sorma hiç
Para cebimden taşan arsız it
Sürünerek gel bana yorma hiç
Topla düşenleri anca Bego sesi
Metth sana fazla boğulma git
Elim sıcak soğumaz hiç her biri
Dener tek tek hepsi figüran, bölüm sonu canavarı yok ki hiç
Yanımdayken nasıl oldun birden düşman, iyi bari kıskançlıktan ölmedin
Aklı almaz nasıl terse döndü dünya, ben bi an bile davamdan dönmedim
Zengin züppe sanar beni kendi kurnaz, modern thugizm hiçbir şey değişmedi
[HOOK I]
Akışına bırak
Gelsinler kafasına bırak
Bizimle oyun falan olmaz
Kulvarlar tutmadı tutmaz
Sana diyecek hiçbir şeyim yok
Sokağa sor adım çıkmış batmaz
Bu gemi yol aldı ha çoktan
Bizimle oyun falan olmaz
Olmaz x3
Şakası yok sıkıcak bak Aslan
Bizimle oyun falan olmaz
Mahallenin gözü kara korkmaz
Olmaz x2
Herkesin adı çıkmış kaçmaz
Mahallenin gözü kara korkmaz

[HOOK II]
Bu köşede yıllarca bi fiil bekledim
Katrana bulanmış hayatı sikeyim
Yazı kışı farketmez sokaklar hep evim
Elmaslar ışığı olur gecemin x5

[OUTRO]
Akışına bırak
Gelsinler kafasına bırak
Bizimle oyun falan olmaz
Akışına bırak, kafasına bırak
Kulvarlar tutmadı tutmaz x3
Akışına bırak, kafasına bırak
Bizimle oyun falan olmaz x4
Kulvarlar tutmadı tutmaz
Bizimle oyun falan olmaz x4"
ert Şenel - İki Sinir,"İki Sınır Arasında Kaldım Bu Kez
Geçemeden Vurdu Tüfek
Geçemeden Vurdu Bu Kez

Tüm Güzellikler Unutulur, Ya Da Bazen Umut Olur.
Bari Izin Verde Kendi Dünyamda Yaşayayım Dolu Dolu

Kaçıncı Bu Yalanlar
Kaçıncı Bu Günahlar
Kaçıncı Yüzsüz Sıfatlar
Artık Gözümle Görsem Inanmam

Yine Gecenin Köründe
Yine Şişenin Dibinde
En Güzel Intihar Sana Rastlamak Olur
Günün Birinde...

Uyanmak Istemediğim Bir Rüya
Bu Da Böyle Bir Dünya...
Hatırlattığı Kadar Unutturur Ya

İki Sınır Arasında Kaldım Bu Kez
Geçemeden Vurdu Tüfek
Geçemeden Vurdu Bu Kez

Her Gün Biraz Daha
Düştüm Tuzaklara
Sevdiğim Ne Varsa
Al Bırak Kumarlara

Maskesi Düşmüş Yüzler Ağlar
Diktiğim Ağaçlar Tohum Ağlar
Gerçekler, Rüyalar Karıştırdım.

Bu Günleri, O Günlere...
İçkileri Mezelere
Gündüzleri Gecelere
Karıştırdım...

Derde Inandım, Saf Bu Zaman.
Gittikçe Karardı Bu Issız Orman.

Geçemeden Vurdu Bu Kez
İçimde Yangınlardan Bir Demet
Kuru Ateş, Düştüm Hezeyan'a!

İki Sınır Arasında Kaldım Bu Kez
Geçemeden Vurdu Tüfek
Geçemeden Vurdu Bu Kez"
Lil Zey - Eskisi Gibi,"[Verse 1: Lil Zey]
Sadece duman ve sensin düşümde (Düşümde)
Saatlerce bulutların üstünde (Üstünde)
Telefonu unut, hiç bakma bu gece
Bırak, kim aradıysa ""Meşguldüm"" de
Nasılmış bi' starla olmak? (Nasılmış?)
O bana gönüllü tutsak (Yanık o)
Yanımdasın ya, hiç korkmam (Korku yok)
Kimse de olmaz umrumda
Vaktim yoktu aşka
İçim gidiyo', bu başka
Sırt sırta hayatta
Sen ve ben uçalım sonsuzluğa
Biliyo' yok benden bi' tane daha
Dumanım tüterken bi' kere daha
Ne ara olduk biz bu kadar rahat?
Bağımlısı oldum bu adamın, ya
Değerime paha biç
Yok içimde şüphe hiç
Yerimi dolduramaz hiçbi' bitch
Bi' dön, bi' bak, benden yok ki hiç
[Nakarat: Kozmos & Lil Zey]
Nefesim nefesindeydi
İstemem başka vücut, ten; gerçek aşkı bulmuşken (Yeah)
Hâlâ eskisi gibi miyiz?
İnanm'i'caksın ne desem, hâlâ aklımda bi' tek sen (Wow)
Nefesim nefesindeydi
İstemem başka vücut, ten; gerçek aşkı bulmuşken (Yeah)
Hâlâ eskisi gibi miyiz?
İnanm'i'caksın ne desem, hâlâ aklımda bi' tek sen

[Verse 2: Kozmos]
Ben senle büyüdüm, sen de benle, hey
Sarpa sardı bugünlerde her şey
Dolandım saçlarına, kabuslar dört bi' yanımda
Bakmak mı arkasından?
Gitmek mi zor kalmak mı?
Yıllarca yap ahmaklık
Benimle zor yaşantın
Yine de tümünü aşardık
İnandık ve başardık
Nefesim nefesindeydi, gözler hep üstümüzdeydi
Sendin ya büsbütün keyfim
Sevişip dünyayı verdik ateşe (Verdik ateşe)
Gelişigüzel bi' mum ve yarıda kalmış bi' şişe (Yarıda bi' şişe)
Yüzüme bak (Bak), arkamı döndüğümde ateş et
Olan oldu, bitti; bunların hepsi geç'icek
[Nakarat: Kozmos & Lil Zey]
Nefesim nefesindeydi
İstemem başka vücut, ten; gerçek aşkı bulmuşken (Yeah)
Hâlâ eskisi gibi miyiz?
İnanm'i'caksın ne desem, hâlâ aklımda bi' tek sen (Wow)
Nefesim nefesindeydi
İstemem başka vücut, ten; gerçek aşkı bulmuşken (Yeah)
Hâlâ eskisi gibi miyiz?
İnanm'i'caksın ne desem, hâlâ aklımda bi' tek sen

[Çıkış]
Hey, Koz..."
Killa Hakan - Yüksek,"Ateş üzerinde atlar birden silahlar patlar bomba gibi akan oyunun ortası açan yanlış kartlar
Hayat poker gibi şartlar herkes iyi rol peşinde koşuyor hepsinde de değişik partlar Ayrı ayrı kafalar hardcore
Simdi uzaktan hoş gelir belki görüp bakması adama ama burası ghetto dikkat Etmesen çevirirler adamı madama
Şaşarsın öfken sinir yapar köpürüp köpürüp taşarsın. Kendine
Eee işte bu işler böyle şimdi git selam söyle benden efendine
Mahzum suratla bakabilir çok yürekler yakabilir alacak ama gittiği yolda sonunda Acaba elinde neler kalacak
Çok belalar gördüm sayko geldi geçti taştan kaç kere yıkılabilir bir insan acaba kaç Kere başlayabilir ki baştan
Sokak bunu anlatabilir sana tek tek hem de milim milim kaymaklı baldan meksikan Acı biberine batırılırsa dilin anlarsın gözlerde yas olup damlarsın yere betona
Sisin çöktüğü ilk gece Killa gelecektir inecektir ghettona

Bildiğin yoldan şaşma sakin bildiğin gibi dal asfalt ormanı karmakarışık undercover Kal
Bildiğin yoldan şaşma sakin bildiğin gibi dal asfalt ormanı karmakarışık undercover Kal

Herkesin bir gün gelecek sırası bazen
İnsanın içinden geliyor her yeri kırası kırası
Kırıp kırıp sarası
Cebinde yok olanın parası büyük olur yarası derdi
Yıllarca üstüne titrediğin sahte güzellikler sana ne verdi
Tartıp tartıp ölçmeli iyice düşünüp bakmalı güne
Yoksa göz önünde kaybolursun gidersin karambole güme
Bazen kursağında kalır coşkun coşar güler güler ağlarsın psychomanyaga bağlarsın iti Ama ısırdı mı bırakmaz ki pitti
Sokak dengesi bulur suda akar bulurmuş yoluna sen yeter ki şaşırma sağını solunu
Karıştırma sağını solunu çünkü
Kuru sıcak ateş barut birbirine denk gelirmiş denk birden bir sesler gelir arkadan Zank zank zank penk koma
Gözünü açarsın bakarsın etrafina loş ışıklı bir oda burada bayılana tekme atarlar Kurşun yiyene de soda moda
Ee şimdi buluşalım konuşalım bakalım kimmiş sözünün eri burada bir gün iki adım İleri atıysan yarın üç adımda geri

Bildiğin yoldan şaşma sakin bildiğin gibi dal asfalt ormanı karmakarışık undercover kal
Bildiğin yoldan şaşma sakin bildiğin gibi dal asfalt ormanı karmakarışık undercover kal

Anlamaz kimse kimsenin halinden ne yapsan da boşa
Eğer damara çekiyorsa kaçıip gidecektir o sonunda koşa koşa
Bazen sessiz olur şehrim sis sis üzerine ekler sokakta çelişki var herkes tedirgin Pozisyon bekler bir şeyi
Sanki karanlıkta patlayacak mı gibi gişeyi üye
Senin ancak yastık patlar rüyanda ortalık boğulur tüye
Benim belalıdır madamım kan kokar adamlarım
Seninkisinin resmen bitli dami kokmus mantar dolu xxxx

Bildiğin yoldan şaşma sakin bildiğin gibi dal asfalt ormanı karmakarışık undercover kal
Bildiğin yoldan şaşma sakin bildiğin gibi dal asfalt ormanı karmakarışık undercover kal"
Ezhel - Geceler,"Kırmızı fren, kırmızı bira
Hırlısı hem hırsızı bir arada
Kırmışım ben fıttırırken
“Geceler daha acımasız gündüzden.” der Gencebay
Geceleğin hem dert, hem iş, hem eğ-eğlence var
Duygularım karmakarışık uyanırım uykularımdan
Uyuyamamak mı? Ki Geceleri gece yapan buydu kanımca
Takılırım şehrimin kuytularında
Her yerde değişik huylu kadınlar, huysuz adamlar, şuursuz adımlar
Dolaşırım beynimin uydularında
Kulağını aç ve de duy bu yarından
Önceki saat ganja ve kağıt
Tüm gece dar hazır
Bitmemiş daha gece işlerim var
İzbelik sarmış şehrini bak
Kendine espri yap, fazla iç geçmişi an
Elimde hiçbir şey yok çünkü hiçbi’ şey var
Karanlıklardan doğar aydınlıklar

Esrarında etkisiyle ışıktan parlak
Çekilir nefesler
Karanlıktan yolum, yönüm, yıldızlar ve sesler
Ay güneşten daha güzel

Geceler Geceler, kafamın peşindeyken
Yaşarım neyim neysem
Geceler Geceler, istemem yarın olsun
Olsun Geceler dolsun yine

Kızmışım ben, kızmışım bi’ daha
Hırslıyım kaybettiğim şeyler hâlâ beynimin bir kenarında
Bir bar taburesi üstünde, 2Pac’ın öldüğü yaşta
Bunalım döngüsü başlar, bunalıp döktüğün yaşlar
Geceler hepsinin özü, bebeler gezer her şehrin idolü
Ezhel her meselen yaşamak ise
Kaçarak yaşamak niye? Yaşamak şatafat gibi
Yaşamak aramak bi’ şey, aramak savaşmak için
Başarmak kafanda biter bu yazarak anlatılmaz
Geceler akla sığmaz, olurum yarasa
Olurum tam bir vampir
Alacakaranlığa yaparım bungee jumping
Gecem siyahi daha iyi
Ne olabilir ki Rap: fon müziğiyken hayatımın hep
Gecelerdeyim son günüme dek
Son güne denk gelecek gece bekçisi Ezhel hep

Esrarında etkisiyle ışıktan parlak
Çekilir nefesler
Karanlıktan yolum, yönüm, yıldızlar ve sesler
Ay güneşten daha güzel

Geceler Geceler, kafamın peşindeyken
Yaşarım neyim neysem
Geceler Geceler, istemem yarın olsun
Olsun Geceler dolsun yine"
Yener Çevik - Ansızın,"Yalnız adamın teki, sanki köşeye sıkışmış kedi
Çöplüğün içi bağırış, çağırış, çığlık dışı da çizik
Çoğuna dedik, vakit alıcan mevsim değil
Çocuğunuza deyin, nakit alsın kredi değil

Var tabi güzele meyil, tutulup kalanın aşkına rehin
Kerem, Aslı’ya dağlar delip, Mecnun, Leyla gözler nehir
Yapmıycaksanız söz vermeyin, umutlar kırılıyor söz vermeyin
Giderse acaba özler miyim? Önsözü boşverdim özletmeyim

Kısa kısa! Tezgah, dolap kasa kasa!
Psiko oldu sesini kısa kısa, toprak gibi sertleşir üstüne basılan
Bu sene Haziran, güneşi katı kullanıyo
Üşütmeyi bilmeyen zorlanıyo, sevmiyorsa yol ver, zorlama yok!

Şimdiden böyle büyüyünce ne olacak acaba?
Şov yapma aşçı değilsen sen yan anla!
Geride kalanlar, ileride olanlar, zor anlar
Öyle kış yaşadım, üşümeyi unuttum gerisini sen anla!

Gel otur! Hüznüm azalsın gel otur!
Ter attım, körfezi dolduracak ter attım
Sel oldum, özledim herşey sen oldu
Ansızın gelir, ansızın giden!

Sabah sabah siftah tütünse, normalde gördüğün ben çikinse
Beklediğin durakta beklediğinse, ne giyse yakışıyor gücenme giyse
Gece yarısı mahalle son ses Ferdi, İbo, Müslüm Gürses
Son ses cam kırıkları, kalp kırıkları, sapladıkları

Takmadıkları, bakmadıkların, kalabalıkların tanıdıkları
Gidipte görmüşler karanlıkları, yenipte gelmişler bataklıkları
Üzerinize son attıklarını, yazmadım sağır eder kulaklıkları
Bu harçlık size uzaklık payı, sallama değil demleme iç çayı

Odun ateşinde, kış güneşinde, puslu beleş sokakları şimdi
Yana yana yara bere dolu güreşinde, patatesi et tuş …..
Hayda bre! Yaşam ağırsıklet, şükrü unutan yerde basılan ciklet
Bozuk mallarını al git şirket, “Vatan gibiyim ya sev ya terket!”

Dün iyiydik bugün bitti nokta net, duyar ama duymazsan sen git dinlet
Kağıt kesikleri dolu benim bütün kitle, bu kalp kırıklarına fark atan hizmet
Elbette bilet kesilir kartla, kırmızıda dur sarıda gazla
Yeşiller iptal yaptığın az lan! Oniki ay ….. size iyi yazlar

Gel otur! Hüznüm azalsın gel otur!
Ter attım, körfezi dolduracak ter attım
Sel oldum, özledim her şey sen oldu
Ansızın gelir, ansızın giden!"
Kamufle - Bir Yolunu Bul,"Benim hayalim var henüz başı sonu belli değil
Ne göz görür ne gönül katlanır bu bir deneyim
Yalnız hisset, içinden gelsin
Gelmiyosa bu yaptığımı evde denemeyin
Hangi akla mukayyet olmam gerekli söyle
Hangi hakla hangi yandan sille vurur bana dünya
Elimde kalan ailem ve bikaç melodi
Gerisi tamamen safsata umursama düşman
Kalbim ve beynim arasında bir çatışma var
Akli dengemin eylemleri sanki bir yanılmaca
Maddi serüvenlerden ibaret bir yaşam tarzı
Sarmalamış yer küreyi farklı bir yarışma var
Kimisi düzenbaz, kimisi çıkarcı yada politik
İnsanları etkilemez o müzik
Egosundan sokağa çıkmayan bir varlık mı
Bu toplumu yansıtacak hah çok komik
Nakarat x2:
Bi yolunu bul inadına koş hadi
Bi yolunu bul.
Bi yolun umut ve yolun olur huzur.
Tüm onurunu kurutur bir sürü kusur.
Bir yorgunluk belirtisi var halinde
Kuşkular ard arda beyninde sana düşman
Yalan gördüklerin yalan yalan uslanmaz talih
Sana tuzak kurmakta sana tuzak kurmakta
Belirli bi serüveni seç Yolun uzun bariz karanlık bi süreç
Bedeli neyse birikimin yalan olur hep
Ama biyere kadar hırs varsa safir olur yes bastır
Büyük bi sistem olumsuz hisler
İşten işten geçtiğinde baş verir pis işler
Bu işler böyle işler dediler evvelinde
Ne işler belki bağta bu hayal alemine benim bir anda girişmem
Dımdızlak kalsında tek yol müzik
Senkron kaçmaz bende sek koy beni
Ses yok sex çok sana ün verecek
Mest ol techno değil rap gelecek
Fedakarlık gerek bu herkonuda bariz
Bi erdem harikalar diyarında değil kimse
Herkese saygılar sevgiler sunar çekilirim köşeme
Bişey daha söyleyim devamı gelecek
Nakarat x2:
Bi yolunu bul inadına koş hadi
Bi yolunu bul.
Bi yolun umut ve yolun olur huzur.
Tüm onurunu kurutur bir sürü kusur.
Ne kadar emek harcarsan dur düşün plan yap öncesinde
Bura adil bi yer değil maalesef donuk bi çevre
Bi yolunu bul inadına koş hadi
Bi yolunu bul.
Bi yolun umut ve yolun olur huzur.
Tüm onurunu kurutur bir sürü kusur."
Ayben - Başkan (Cover),"Son kez zorlanmadan ve hor görülmeden en baştan başla
Kimsede hiçbir dert yok gibi, şarkılarda söz yok aşktan başka
Anlamadıysan baştan başlat
Gücü yetmeyen hep uzaktan taşlar
Gerçeği duyunca çatılır kaşlar
Deli gibi yazıyor bak Ayben başkan
Yakın atak bu yakın atak
Yanına bak hele bu çok uzak
Kimine göre de bu bir tuzak
Sözümüz var ise niye susak
Kimine kurtuluş kime batak
Müzik duyulunca ayağa kalk hele
Durup düşününce çoğu vasat
Bir de bireysel oynama bize pas at
Yok alemde pek bir dengim
Bak piyasaya hepsi zengin
Kızlar dileniyor saf bir sevgi
TV fuhuşun farklı rengi
Geçmişini bir sil varsa silgi
Çok fazla geliyor böyle ilgi
Hayat acımıyor dimi neyse derdi
Metrobüste gör harbi cengi
Whoop whoop haydi bas
Whoop whoop haydi yaz
Whoop whoop fazla kasma
Whoop whoop geldi Ay kız
Yine benim o, yine benim o
Yine benim o, yine benim o
Yine benim o, yine benim o
Yine benim o, yine benim o
Whoop whoop haydi bas
Whoop whoop haydi yaz
Whoop whoop fazla kasma
Whoop whoop geldi başkan
Yine benim o, yine benim o
Yine benim o, yine benim o
Yine benim o, yine benim o
Yine benim o, yine benim o
Yine mi bize dönür okun
Bok ile kavga eder insan haline bakın
Akıl alıyor mu ki dağılır çoğu takım
Akın akın geliyoruz bize bir bakın
İnsan oğlunun sonu yakın
Boş boş takılan her veledi yakın
İpsiz ile sapsız haline bakın
Hırsızları kendi hallerine bırakın
Yapamadı bunun gibisini
Kimisi kimsin diye sorup kaçıyor
Birisi bilsin, iyisi kötüsüne trip atar
Ölüsü dirisi bile bilemedi rap'i
Hadi yine iyisin iyisin
İyisi mi bırak işi iyisi gelsin hadi karşıma
Sen yaklaşık hiç gibisin
Bense güç biriyim
Yalnız değil beynimde beş kişiyim
Bu da tuş kilidim
(Hobaaa)
(Ding ding)
Yine yanlış yollara girdin
Son kararı verince bildir
Üşümeyesin, çok ince giydirdim
(Ooo kimmiş o bildin)
Yok yok yanlış cevap değil değil
Tüm eski defterleri sildim
Yenisine başlıyorum şimdi
Whoop whoop whoop haydi bas
Whoop whoop haydi yaz
Whoop whoop fazla kasma
Whoop whoop geldi Ay kız
Yine benim o, yine benim o
Yine benim o, yine benim o
Yine benim o, yine benim o
Yine benim o, yine benim o
Whoop whoop haydi bas
Whoop whoop haydi yaz
Whoop whoop fazla kasma
Whoop whoop geldi başkan
Yine benim o, yine benim o
Yine benim o, yine benim o
Yine benim o, yine benim o
Yine benim o, yine benim o"
Murda - Ter (feat. Ezhel),"It's man like fuckin' Vlado, innit?
Ro Rocky, Rocky, what's goin' on?
Bütün gang Taliban
Emekler bellidir terimden
Gelemem, fake love (ya) veremem, ey
Gidemem geriye yeniden
06, Golden Cue'da oynardık biz bilardo
Bebelerle Tunalı'da komando like G I, Joe
Kıtır'dan kokoreç, Karum'dan yeni hoe, ey
Bilkent'teki kızlar bize milli piyango, ey
Şifa olsun shawty, call me Doctor Jivago, ey
Senin laflar bullshit, memleketin Chicago, ey
İki saatte kazandım senin için bir ay, o
Hayat yalan, hayat zor buralarda mi amor
Ezhel, ben yeni gang
Buz gibi noelden
Efe fam, Bugy fam
Kesin duydun Koal'den
Görmezden geldim seni (skrrt, skrrt)
Sollarken, dikkat et kendine
Murda'yı sorarken, yeah, ey
Hater'larım birden oldu fan, yeah
Made In Turkey, Türkiye'de trend, yeah
Yeni sesi yükledim ve sen, yeah
Murda & Ezhel, we the main event
Bütün gang Taliban
Emekler bellidir terimden
Gelemem, fake love veremem, ey
Gidemem geriye yeniden (ey)
Bütün gang Taliban (ey)
Emekler bellidir terimden
Gelemem, fake love veremem, ey
Gidemem geriye yeniden
İttifak (ittifak)
Koal, koal
Dedirtiriz what the fuck (what the fuck)
Yaşa artçı şok
Puştlar nasıl arttı, bak (bak)
Bizde parti sert
Murda dedi, yardıra'k
Her yer karanlık
Gördüğüm tek şey hayalim
Başkent sokakları konur, karanfil (karanfil)
İçim rahat fakat kafam değil (kafam değil)
Paşam, ilk kural saygı varan bir
E e elim temiz, param kir
Kafalar mis, yaşanan trip
Zaman altüst, her yazan artist
Kapıdan çık yine bacadan gir
Seni salak arsız, deme bana narsist
Bugüne kadar can boğaza darboğaz, yeah
Ançüezli frambuaz, yeah
Boş konuştun sen biraz
Biz Bosphorus'ta Champions, bitch
Bütün gang Taliban
Emekler bellidir terimden
Gelemem, fake love veremem, ey
Gidemem geriye yeniden (ey)
Bütün gang Taliban (ey)
Emekler bellidir terimden
Gelemem, fake love veremem, ey
Gidemem geriye yeniden"
Patron - Askerleri Sal,"Rapten anlayan insanlar nerde kaldı bilmem
Yoksa bizde mi sorun? Sahneden ben inmem
3 günlük yetmenin eleştirisi siktir et
Sağduyum rapten vazgeçti bravo sizde marifet
sizden duyduğum bu sözler sanki sahte şahsen
teknik le teknik bi rapçi yazmış zaten
ama bizde Rapo Gerçek rap bu check out
Söz silahsa Knock Out
karalamakta fuck o
clubta dans ederken hatunun götünde parmak
rapçi underground takılmalı fakirce ahmak
o kadar laf konuşcağınıza 5 milyon verseydiniz
bandrole kimse gerek duymazdı
lakin alayına fuck
patron bu sefer çok sinirli
birazda ağlamaklı birazda saygısız
galiba biraz haklı

Nakarat (x2):

Mahalleme Beni kara tanıtan fitne
Mahalle mi? Sana dar gelmiş pigme
Chess te şah ve mat
S*ktim Hep Şopar
Üstüme kara kuru askerleri sal

Murada Erdi mi? Tayfo aga der kulağına
Pandik attım arkandan
Rapte Şah ve Mat Siktim Hep Şopar
Üstüme kara kuru askerleri Sal!

Verse 2 :

Noldu yorulduk Birden??? He? Yaav! Haah Acayipp Bu kafa!

Rapimde Manşet! Sen piç Masör Shit!
Öyle Yazmak olmaz her bi konuda sunulan nefesi içime çektim
Murada Erdim Ölümle,Dervişim Götür beni de gittiğin yere
Söyle dinleyelim. Rap Benim Sanatım Kimse Karşı gelemez
Rap Benim Günahım Kimse hayır diyemez
Hep,çektim içime seni çektim
13 yaşımda ben ne rapler ektim
Tohumunu kendine sakla çünkü benim
Nakaratta ki ses(yes) Patron Flex in

Nakarat (x3) :
Mahalleme Beni kara tanıtan fitne
Mahalle mi? Sana dar gelmiş pigme
Chess te şah ve mat
S*ktim Hep Şopar
Üstüme kara kuru askerleri sal

Murada Erdi mi? Tayfo aga der kulağına
Pandik attım arkandan
Rapte Şah ve Mat Siktim Hep Şopar
Üstüme kara kuru askerleri Sal!"
